,cik,name,ticker,exchange,market_cap
3193,1117057,Planet Green Holdings Corp.,PLAG,NYSE,12526268
3194,1304409,ATHENA GOLD CORP,AHNRF,OTC,13000404
3195,1660046,Immuron Ltd,IMRN,Nasdaq,12216051
3196,1759136,Blue Hat Interactive Entertainment Technology,BHAT,Nasdaq,48004168
3197,1493130,PROSTAR HOLDINGS INC. /BC,MAPPF,OTC,14050770
3198,749647,"Imunon, Inc.",IMNN,Nasdaq,10236096
3199,1734005,Aptorum Group Ltd,APM,Nasdaq,11319822
3200,1387473,Triumph Gold Corp.,TIGCF,OTC,12658019
3201,2027262,Fast Track Group,FTRK,Nasdaq,10470000
3202,2013186,TNL Mediagene,TNMG,Nasdaq,13066639
3203,862022,HUGOTON ROYALTY TRUST,HGTXU,OTC,13988000
3204,1616262,"Rocky Mountain Chocolate Factory, Inc.",RMCF,Nasdaq,12480813
3205,1838163,Brand Engagement Network Inc.,BNAI,Nasdaq,17866368
3206,942126,TAITRON COMPONENTS INC,TAIT,Nasdaq,12644477
3207,1593184,"BIOREGENX, INC.",BRGX,OTC,23067748
3208,1997201,PS International Group Ltd.,PSIG,Nasdaq,13163468
3209,25743,"TherapeuticsMD, Inc.",TXMD,Nasdaq,18271288
3210,771999,"DSS, INC.",DSS,NYSE,10365470
3211,7623,ARTS WAY MANUFACTURING CO INC,ARTW,Nasdaq,11592513
3212,1519457,Namibia Critical Metals Inc.,NMREF,OTC,31318630
3213,1966678,"DirectBooking Technology Co., Ltd.",ZDAI,Nasdaq,10002960
3214,1941500,Multi Ways Holdings Ltd,MWG,NYSE,12904362
3215,1409036,Silver North Resources Ltd.,TARSF,OTC,12756426
3216,1967822,Creative Global Technology Holdings Ltd,CGTL,Nasdaq,17667930
3217,1737995,Sharps Technology Inc.,STSS,Nasdaq,87501072
3218,1757143,Aesthetic Medical International Holdings Group Ltd,PAIYY,OTC,13632524
3219,1816133,Frequency Exchange Corp.,FRECF,OTC,13193602
3220,1930179,ARB IOT Group Ltd,ARBB,Nasdaq,12339139
3221,1567264,"INTENSITY THERAPEUTICS, INC.",INTS,Nasdaq,27221442
3222,1094038,"Marker Therapeutics, Inc.",MRKR,Nasdaq,11557034
3223,1016178,CARVER BANCORP INC,CARV,Nasdaq,17717436
3224,1835615,"Meihua International Medical Technologies Co., Ltd.",MHUA,Nasdaq,12718268
3225,1568183,AURANIA RESOURCES LTD.,AUIAF,OTC,13967059
3226,31667,EDUCATIONAL DEVELOPMENT CORP,EDUC,Nasdaq,11587322
3227,1848782,Plurilock Security Inc.,PLCKF,OTC,10873339
3228,1991592,INLIF Ltd,INLF,Nasdaq,10678440
3229,1487718,"AMERICAN BATTERY MATERIALS, INC.",BLTH,OTC,12286671
3230,1083490,SUNRISE REAL ESTATE GROUP INC,SRRE,OTC,10303790
3231,1319150,Pacific Booker Minerals Inc.,PBMLF,OTC,11425112
3232,1641631,"Beyond Air, Inc.",XAIR,Nasdaq,10932951
3233,1505497,"BioRestorative Therapies, Inc.",BRTX,Nasdaq,10174493
3234,1376793,"Cavitation Technologies, Inc.",CVAT,OTC,20240944
3235,1817083,Electric Royalties Ltd.,ELECF,OTC,12410558
3236,1339005,FEMASYS INC,FEMY,Nasdaq,36992892
3237,1894693,SaverOne 2014 Ltd.,SVRE,Nasdaq,25254590
3238,1346610,SOS Ltd,SOS,NYSE,13004973
3239,1816815,Bon Natural Life Ltd,BON,Nasdaq,18510580
3240,1840425,"OSR Holdings, Inc.",OSRH,Nasdaq,11442399
3241,1684425,"TDH Holdings, Inc.",PETZ,Nasdaq,10426501
3242,1603793,"Norris Industries, Inc.",NRIS,OTC,11593113
3243,1990251,Wellchange Holdings Co Ltd,WCT,Nasdaq,37044148
3244,1174891,"CalEthos, Inc.",GEDC,OTC,12865270
3245,1533743,"Processa Pharmaceuticals, Inc.",PCSA,Nasdaq,16710045
3246,1575858,Purebase Corp,PUBC,OTC,11148726
3247,1963088,"AtlasClear Holdings, Inc.",ATCH,NYSE,40835764
3248,1597846,Greenpro Capital Corp.,GRNQ,Nasdaq,12995911
3249,1275477,"BIMINI CAPITAL MANAGEMENT, INC.",BMNM,OTC,17621334
3250,1645155,Webstar Technology Group Inc.,WBSR,OTC,12126865
3251,1663038,Quantumzyme Corp.,QTZM,OTC,62339276
3252,1427925,"TALPHERA, INC.",TLPH,Nasdaq,50804484
3253,1560293,"Tenon Medical, Inc.",TNON,Nasdaq,10065500
3254,1570843,Greenbriar Sustainable Living Inc.,GEBRF,OTC,12677444
3255,1834607,Urano Energy Corp.,UECXF,OTC,14087930
3256,1031093,"SILVER BULL RESOURCES, INC.",SVBL,OTC,11436468
3257,96885,TEL INSTRUMENT ELECTRONICS CORP,TIKK,OTC,12535165
3258,1842138,WARPSPEED TAXI INC.,WRPT,OTC,25049260
3259,1948697,SIMPPLE LTD.,SPPL,Nasdaq,23975868
3260,1592104,Aston Bay Holdings Ltd.,ATBHF,OTC,10827396
3261,1178697,SONIM TECHNOLOGIES INC,SONM,Nasdaq,10245782
3262,1574565,Evogene Ltd.,EVGN,Nasdaq,10576939
3263,1432588,BAYHORSE SILVER INC.,BHSIF,OTC,13223463
3264,1575793,Energous Corp,WATT,Nasdaq,12546897
3265,1487798,ECA Marcellus Trust I,ECTM,OTC,11091150
3266,1133116,"AC Partners, Inc.",ACPS,OTC,21373748
3267,1130598,"Traws Pharma, Inc.",TRAW,Nasdaq,13752855
3268,1377149,CareView Communications Inc,CRVW,OTC,13078929
3269,1218683,Mawson Infrastructure Group Inc.,MIGI,Nasdaq,13445735
3270,875729,BION ENVIRONMENTAL TECHNOLOGIES INC,BNET,OTC,11378397
3271,1075880,KAZIA THERAPEUTICS LTD,KZIA,Nasdaq,11456984
3272,1864531,"VSEE HEALTH, INC.",VSEE,Nasdaq,12709140
3273,1061069,AVALON HOLDINGS CORP,AWX,NYSE,11113378
3274,1712178,NaaS Technology Inc.,NAAS,Nasdaq,38919648
3275,1621832,"Aqua Metals, Inc.",AQMS,Nasdaq,19418974
3276,1068897,FOXBY CORP.,FXBY,OTC,10689961
3277,1829802,"Sensei Biotherapeutics, Inc.",SNSE,Nasdaq,11389448
3278,1494558,Ambow Education Holding Ltd.,AMBO,NYSE,11254122
3279,1687451,"ZK International Group Co., Ltd.",ZKIN,Nasdaq,14890678
3280,1896425,Li Bang International Corp Inc.,LBGJ,Nasdaq,12514290
3281,1939780,U Power Ltd,UCAR,Nasdaq,10191542
3282,1837607,"AEON Biopharma, Inc.",AEON,NYSE,10930022
3283,1288614,KRTL Holding Group Inc,KRTL,OTC,12779920
3284,1549631,"Quarta-Rad, Inc.",QURT,OTC,11288633
3285,1853070,"Volato Group, Inc.",SOAR,NYSE,10529868
3286,1792941,Genvor Inc,GNVR,OTC,58160240
3287,1881551,Solidion Technology Inc.,STI,Nasdaq,74100344
3288,1689448,Argentina Lithium & Energy Corp.,LILIF,OTC,10529410
3289,1557376,"Zeo ScientifiX, Inc.",ZEOX,OTC,12709123
3290,748592,Ernexa Therapeutics Inc.,ERNA,Nasdaq,11969556
3291,1570937,Premier Air Charter Holdings Inc.,PREM,OTC,11753628
3292,1836503,GIANT MINING CORP.,BFGFF,OTC,14687453
3293,1357459,"PALISADE BIO, INC.",PALI,Nasdaq,290200256
3294,1508786,"SILVERTON ENERGY, INC.",SLTN,OTC,12254080
3295,1718939,T Stamp Inc,IDAI,Nasdaq,23754560
3296,1869467,OceanPal Inc.,OP,Nasdaq,42636424
3297,1944399,"Earlyworks Co., Ltd.",ELWS,Nasdaq,17207960
3298,1321851,Origin Agritech LTD,SEED,Nasdaq,10592529
3299,1566044,VYNE Therapeutics Inc.,VYNE,Nasdaq,11908920
3300,1826397,AGRIFORCE GROWING SYSTEMS LTD.,AGRI,Nasdaq,216951296
3301,1834105,IMPACT BIOMEDICAL INC.,IBO,NYSE,51264404
3302,1684662,SILVER VIPER MINERALS CORP.,VIPRF,OTC,48601136
3303,911216,PALATIN TECHNOLOGIES INC,PTNT,OTC,14523817
3304,1403708,Evoke Pharma Inc,EVOK,Nasdaq,18412552
3305,1960262,"LUDWIG ENTERPRISES, INC.",LUDG,OTC,12192736
3306,1924482,Innovation Beverage Group Ltd,IBG,Nasdaq,35635600
3307,1856084,Ridgetech Inc.,RDGT,Nasdaq,24708136
3308,1178526,Vertiqal Studios Corp.,VERTF,OTC,11539702
3309,1210708,"Star Equity Holdings, Inc.",STRR,Nasdaq,37031644
3310,1439264,Marvion Inc.,MVNC,OTC,11913620
3311,1415744,NORTHERN MINERALS & EXPLORATION LTD.,NMEX,OTC,19528210
3312,925779,HIRU Corp,HIRU,OTC,10708801
3313,1070050,AppTech Payments Corp.,APCX,OTC,18322164
3314,1570132,"ANVI GLOBAL HOLDINGS, INC.",ANVI,OTC,295076992
3315,1787803,Meiwu Technology Co Ltd,WNW,Nasdaq,26252676
3316,888721,TRINITY BIOTECH PLC,TRIB,Nasdaq,16211721
3317,1743745,"Greenlane Holdings, Inc.",GNLN,Nasdaq,14143689
3318,1800315,"Galecto, Inc.",GLTO,Nasdaq,36511604
3319,1683553,"SPRUCE BIOSCIENCES, INC.",SPRB,Nasdaq,114304816
3320,1525306,First America Resources Corp,FSTJ,OTC,44861684
3321,1671584,Aptevo Therapeutics Inc.,APVO,Nasdaq,23757510
3322,1894954,Expion360 Inc.,XPON,Nasdaq,13674277
3323,1828098,Steakholder Foods Ltd.,STKH,Nasdaq,12378339
3324,1858400,Golden Independence Mining Corp.,GIDMF,OTC,279327840
3325,1481443,"TechCom, Inc.",TCRI,OTC,13647953
3326,1699709,YIJIA GROUP CORP.,YJGJ,OTC,40269756
3327,1415332,Lithium Corp,LTUM,OTC,14618662
3328,1671502,"Quoin Pharmaceuticals, Ltd.",QNRX,Nasdaq,11611442
3329,1681682,ENDRA Life Sciences Inc.,NDRA,Nasdaq,10105391
3330,1178660,Standard Dental Labs Inc.,TUTH,OTC,11282529
3331,1775734,Beneficient,BENF,Nasdaq,55565492
3332,1887673,Wearable Devices Ltd.,WLDS,Nasdaq,13672151
3333,1530746,"Kaya Holdings, Inc.",KAYS,OTC,30799502
3334,1420924,"Adapti, Inc.",ADTI,OTC,23313852
3335,1349706,"TurnOnGreen, Inc.",TOGI,OTC,13209988
3336,1854183,Orion Bliss Corp.,COSG,OTC,45859628
3337,2024258,Phaos Technology (Cayman) Holdings Ltd,POAS,,54136792
3338,1192323,Superstar Platforms Inc.,SPST,OTC,18014706
3339,1413745,Yueda Digital Holding,YDKG,Nasdaq,790800576
3340,1530766,Streamex Corp.,STEX,Nasdaq,138967520
3341,1566610,TON Strategy Co,TONX,Nasdaq,203387616
3342,1729653,Stallion Uranium Corp.,STLNF,OTC,35287260
3343,1770069,"MapLight Therapeutics, Inc.",MPLT,,584147776
3344,1794276,Intelligent Hotel Group Ltd.,ZHJD,OTC,174408000
3345,1846839,SOL Strategies Inc.,STKE,Nasdaq,75897136
3346,1877971,POMDOCTOR Ltd,POM,,435283744
3347,1912884,Republic Power Group Ltd,RPGL,,16858996
3348,1945565,BGIN BLOCKCHAIN Ltd,BGIN,,356378240
3349,1981546,"Commercial Bancgroup, Inc.",CBK,,331491264
3350,1987189,Smart Logistics Global Ltd,SLGB,,88560000
3351,2009233,Agroz Inc.,AGRZ,,51799628
3352,2011458,Zenta Group Co Ltd,ZGM,Nasdaq,28576208
3353,2014337,Texxon Holding Ltd,NPT,,80087848
3354,2023016,"Global Health Solutions, Inc",TTRX,,112012840
3355,2025416,OBOOK HOLDINGS INC.,OWLS,,742372416
3356,2025774,Alps Global Holding Pubco,ALPS,,114733800
3357,2028735,Silver Pegasus Acquisition Corp.,SPEG,Nasdaq,115460000
3358,2030277,"LEIFRAS Co., Ltd.",LFS,,134988800
3359,2034266,"Cantor Equity Partners V, Inc.",CEPV,,326801184
3360,2034723,One & one Green Technologies. INC,YDDL,,208512000
3361,2035992,Charming Medical Ltd,MCTA,,497214976
3362,2038378,Acco Group Holdings Ltd,ACCL,,57685000
3363,2042292,BTC Development Corp.,BDCI,,353721088
3364,2043508,Lake Superior Acquisition Corp,LKSP,,155991728
3365,2047177,Chenghe Acquisition III Co.,CHEC,,172314816
3366,2047190,TechCreate Group Ltd.,TCGL,,106064496
3367,2059165,STARRY SEA ACQUISITION CORP,SSEA,,76053272
3368,2060016,Agencia Comercial Spirits Ltd.,AGCC,,116277520
3369,2063863,"Elauwit Connection, Inc.",ELWT,,44668900
3370,2065948,Solarius Capital Acquisition Corp.,SOCA,Nasdaq,237783008
3371,2067592,McKinley Acquisition Corp,MKLY,,302148608
3372,2067627,Terra Innovatum Global S.R.L.,NKLR,,295429536
3373,2070602,Highview Merger Corp.,HVMC,,294394112
3374,2070900,Quantumsphere Acquisition Corp,QUMS,Nasdaq,113781336
3375,2072404,GSR IV Acquisition Corp.,GSRF,,296113376
3376,2073340,Talon Capital Corp.,TLNC,,427017920
3377,2073928,M3-Brigade Acquisition VI Corp.,MBVI,,346724992
3378,2074123,CCH Holdings Ltd,CCHH,,109340000
3379,2075310,Trailblazer Acquisition Corp.,BLZR,,348562496
3380,2075336,AA Mission Acquisition Corp. II,YCY,,147352496
3381,2077010,OTG Acquisition Corp. I,OTGA,,346976256
3382,2083125,Prometheus PubCo Inc.,FTW,,465782624
3383,1770561,Coronado Global Resources Inc.,CODQL,OTC,367874016
3384,1683252,TOKEN COMMUNITIES LTD.,TKCM,OTC,60774464
3385,1578955,SBO AG/ADR,SBOEF,OTC,529729888
3386,1673504,Atlantis Glory Inc.,AGLY,OTC,10267490
3387,1482430,"KBS Real Estate Investment Trust III, Inc.",KBSR,OTC,83168960
3388,1345126,Compass Diversified Holdings,CODI-PA,NYSE,751376512
3389,43196,"GRAY MEDIA, INC",GTN-A,NYSE,493401760
3390,845877,FEDERAL AGRICULTURAL MORTGAGE CORP,AGM-PD,NYSE,628542912
3391,1503584,Costamare Inc.,CMRE-PB,NYSE,649188800
3392,55135,KELLY SERVICES INC,KELYB,Nasdaq,299888320
3393,800457,DONEGAL GROUP INC,DGICB,Nasdaq,707158848
3394,357294,HOVNANIAN ENTERPRISES INC,HOVVB,OTC,655292736
3395,1503584,Costamare Inc.,CMRE-PD,NYSE,642241664
3396,1503584,Costamare Inc.,CMRE-PC,NYSE,637023744
3397,1561032,"National Healthcare Properties, Inc.",HLTC,OTC,61710164
3398,1853138,"Kodiak AI, Inc.",AACT,NYSE,587048640
3399,216085,HAVERTY FURNITURE COMPANIES INC,HVT-A,NYSE,373262656
3400,921671,GABELLI MULTIMEDIA TRUST INC.,GGT-PE,NYSE,522269248
3401,1158399,Burcon NutraScience Corp,BRCNF,OTC,20728600
3402,1313510,"GAMCO Global Gold, Natural Resources & Income Trust",GGN-PB,NYSE,528094400
3403,863110,ARTESIAN RESOURCES CORP,ARTNB,OTC,334879072
3404,1505065,Brainsway Ltd.,BRSYF,OTC,454567168
3405,1593222,"City Office REIT, Inc.",CIO-PA,NYSE,469545600
3406,1514281,"AG Mortgage Investment Trust, Inc.",MITT-PA,NYSE,456286880
3407,752642,"UMH PROPERTIES, INC.",UMH-PD,NYSE,475277056
3408,353184,AIR T INC,AIRTP,Nasdaq,462190368
3409,1514281,"AG Mortgage Investment Trust, Inc.",MITT-PB,NYSE,439599776
3410,1604174,Eagle Point Credit Co Inc.,ECCX,NYSE,448236896
3411,1488813,"Customers Bancorp, Inc.",CUBI-PF,NYSE,622537152
3412,1214935,Virtus Convertible & Income Fund,NCV-PA,NYSE,431627392
3413,1782999,PureTech Health plc,PTCHF,OTC,406029152
3414,1495222,Oxford Lane Capital Corp.,OXLCO,Nasdaq,435570048
3415,25475,CRAWFORD & CO,CRD-B,NYSE,532957120
3416,1533615,Global Medical REIT Inc.,GMRE-PA,NYSE,386216832
3417,1495240,GLADSTONE LAND Corp,LANDM,Nasdaq,411017056
3418,1762303,"AVITA Medical, Inc.",AVHHL,OTC,113723440
3419,1896084,ioneer Ltd,GSCCF,OTC,328140576
3420,46207,HAWAIIAN ELECTRIC CO INC,HAWEL,OTC,337056608
3421,23426,CONNECTICUT LIGHT & POWER CO,CNTHP,OTC,325900800
3422,1080720,GABELLI UTILITY TRUST,GUT-PC,NYSE,323195008
3423,1400891,"iHeartMedia, Inc.",IHRTB,OTC,576610944
3424,23426,CONNECTICUT LIGHT & POWER CO,CNLPL,OTC,325599040
3425,1227857,Virtus Convertible & Income Fund II,NCZ-PA,NYSE,311019936
3426,1574085,Braemar Hotels & Resorts Inc.,BHR-PB,NYSE,295151296
3427,1799191,"Oncology Institute, Inc.",DFPH,OTC,390203456
3428,1318885,DIANA SHIPPING INC.,DSX-PB,NYSE,336752224
3429,23426,CONNECTICUT LIGHT & POWER CO,CNTHO,OTC,271584000
3430,1571776,Cherry Hill Mortgage Investment Corp,CHMI-PB,NYSE,298956384
3431,1271554,Entree Resources Ltd.,ERLFF,OTC,347512608
3432,1574085,Braemar Hotels & Resorts Inc.,BHR-PD,NYSE,290570720
3433,1547994,Nuveen Preferred Securities & Income Opportunities Fund,JPI,NYSE,291585472
3434,46207,HAWAIIAN ELECTRIC CO INC,HAWLN,OTC,320304704
3435,1232582,ASHFORD HOSPITALITY TRUST INC,AHT-PD,NYSE,293194432
3436,1506184,IMMUTEP Ltd,PRRUF,OTC,294384096
3437,1232582,ASHFORD HOSPITALITY TRUST INC,AHT-PG,NYSE,265166384
3438,23426,CONNECTICUT LIGHT & POWER CO,CNTHN,OTC,252271360
3439,1479615,Silence Therapeutics plc,SLNCF,OTC,226722976
3440,46207,HAWAIIAN ELECTRIC CO INC,HAWEN,OTC,334813824
3441,922358,FERRELLGAS PARTNERS L P,FGPRB,OTC,300236800
3442,1232582,ASHFORD HOSPITALITY TRUST INC,AHT-PF,NYSE,234692960
3443,23426,CONNECTICUT LIGHT & POWER CO,CNLHO,OTC,241408000
3444,1944885,Apollomics Inc.,APLMW,Nasdaq,44881456
3445,23426,CONNECTICUT LIGHT & POWER CO,CNLHP,OTC,233562240
3446,1211583,FENNEC PHARMACEUTICALS INC.,FENC,Nasdaq,228501728
3447,1232582,ASHFORD HOSPITALITY TRUST INC,AHT-PH,NYSE,236693680
3448,1243429,ArcelorMittal,ARCXF,OTC,92454760
3449,23426,CONNECTICUT LIGHT & POWER CO,CNLTP,OTC,221612544
3450,1232582,ASHFORD HOSPITALITY TRUST INC,AHT-PI,NYSE,234483712
3451,1166258,"PIONEER HIGH INCOME FUND, INC.",PHT,NYSE,244122400
3452,23426,CONNECTICUT LIGHT & POWER CO,CNLTL,OTC,187151552
3453,1598599,Innate Pharma SA,IPHYF,OTC,184333792
3454,23426,CONNECTICUT LIGHT & POWER CO,CNPWM,OTC,205800304
3455,1859795,NOVONIX Ltd,NVNXF,OTC,252561648
3456,1846253,"OmniAb, Inc.",OABI,Nasdaq,214493536
3457,1653558,"Priority Technology Holdings, Inc.",PRTHU,OTC,302850496
3458,1571776,Cherry Hill Mortgage Investment Corp,CHMI-PA,NYSE,229828528
3459,23426,CONNECTICUT LIGHT & POWER CO,CNPWP,OTC,208154064
3460,23426,CONNECTICUT LIGHT & POWER CO,CNLPM,OTC,208817904
3461,1641601,River Financial Corp,RVRF,OTC,268924992
3462,1468639,"Vicapsys Life Sciences, Inc.",VICP,OTC,48556952
3463,23426,CONNECTICUT LIGHT & POWER CO,CNLTN,OTC,200368640
3464,1072725,GOLD RESERVE LTD,GDRZF,OTC,177936624
3465,71508,"ENTERGY NEW ORLEANS, LLC",ENO,NYSE,190651344
3466,23426,CONNECTICUT LIGHT & POWER CO,CNLHN,OTC,187091200
3467,1756594,Inventiva S.A.,IVEVF,OTC,649184640
3468,1839998,"American Oncology Network, Inc.",AONC,OTC,321439488
3469,1434754,"SAFE BULKERS, INC.",SB-PD,NYSE,180608832
3470,1434754,"SAFE BULKERS, INC.",SB-PC,NYSE,180989280
3471,1347123,"EBR Systems, Inc.",EBRCZ,OTC,334958304
3472,761648,"CEDAR REALTY TRUST, INC.",CDR-PB,NYSE,169093184
3473,1578453,Dynagas LNG Partners LP,DLNG-PA,NYSE,165844944
3474,761648,"CEDAR REALTY TRUST, INC.",CDR-PC,NYSE,163559904
3475,1586454,Prime Meridian Holding Co,PMHG,OTC,181478128
3476,1882839,WonderFi Technologies Inc.,WONDF,OTC,124632344
3477,1512717,Theratechnologies Inc.,THTX,Nasdaq,155872272
3478,1814974,"BBX Capital, Inc.",BBXIB,OTC,60109196
3479,795800,NexMetals Mining Corp.,PRMLF,OTC,86921424
3480,1788230,"Heritage Distilling Holding Company, Inc.",CASK,Nasdaq,125830760
3481,1804591,Chrome Holding Co.,MEHCQ,OTC,92264000
3482,2042320,Alpha One Inc.,AOAO,OTC,38954504
3483,793040,ELLSWORTH GROWTH & INCOME FUND LTD,ECF-PA,NYSE,113875136
3484,716634,READING INTERNATIONAL INC,RDIB,Nasdaq,47406396
3485,1705012,"Fat Brands, Inc",FATBB,Nasdaq,25765366
3486,1301236,Sotherly Hotels Inc.,SOHOO,Nasdaq,78327376
3487,1388126,"Pioneer Diversified High Income Fund, Inc.",HNW,NYSE,106726592
3488,1086303,"Hongchang International Co., Ltd",HCIL,OTC,69523400
3489,1854795,INTEGRATED RAIL & RESOURCES ACQUISITION CORP,IRRX,OTC,57921000
3490,9521,BANCROFT FUND LTD,BCV-PA,NYSE,100264752
3491,1282957,GABELLI GLOBAL UTILITY & INCOME TRUST,GLU-PB,NYSE,97542048
3492,1854078,Relief Therapeutics Holding SA,RLFTF,OTC,46904896
3493,1638097,Entera Bio Ltd.,ENTX,Nasdaq,120551328
3494,1413898,DallasNews Corp,DALN,Nasdaq,88369608
3495,1007273,BANK OF SOUTH CAROLINA CORP,BKSC,OTC,90895064
3496,1430725,"Global Ship Lease, Inc.",GSL-PB,NYSE,90623488
3497,1263011,EXCELLON RESOURCES INC,EXNRF,OTC,62706428
3498,1668340,"Bancorp 34, Inc.",BCTF,OTC,88316752
3499,1489874,Golden Growers Cooperative,GGROU,OTC,77452496
3500,1726079,"Lucent, Inc.",LUCN,OTC,121680000
3501,1301236,Sotherly Hotels Inc.,SOHOB,Nasdaq,76136776
3502,1301236,Sotherly Hotels Inc.,SOHON,Nasdaq,69080568
3503,1975222,SSHT S&T Group Ltd.,SSHT,OTC,14237567
3504,1845799,"Cullman Bancorp, Inc. /MD/",CULL,OTC,70660744
3505,832370,"Ealixir, Inc.",EAXR,OTC,47976984
3506,1101026,"Zivo Bioscience, Inc.",ZIVO,OTC,46758312
3507,1855743,ARRAS MINERALS CORP.,ARRKF,OTC,59898928
3508,1850398,"TC Bancshares, Inc.",TCBC,OTC,84550896
3509,202947,CAPITAL PROPERTIES INC /RI/,CPTP,OTC,75898992
3510,1814974,"BBX Capital, Inc.",BBXIA,OTC,60109200
3511,2024668,Simply Better Brands Corp.,SBBCF,OTC,75063512
3512,1804583,Cloopen Group Holding Ltd,RAASY,OTC,68409224
3513,1501078,Oconee Federal Financial Corp.,OFED,OTC,93195424
3514,1302084,NextSource Materials Inc.,NSRCF,OTC,57322444
3515,1087456,UNITED BANCSHARES INC/OH,UBOH,OTC,101736064
3516,1813241,Great Pacific Gold Corp.,FSXLF,OTC,57823708
3517,1847360,"1895 Bancorp of Wisconsin, Inc. /MD/",BCOW,OTC,55248372
3518,1393044,Motomova Inc,MTMV,OTC,308564544
3519,1787384,"FFBW, Inc. /MD/",FFBW,OTC,60939300
3520,942149,Outcrop Silver & Gold Corp,OCGSF,OTC,97274824
3521,1389207,Gafisa S.A.,GFASY,OTC,14508743
3522,1861233,illumin Holdings Inc.,ILLMF,OTC,37800188
3523,1807983,Medicenna Therapeutics Corp.,MDNAF,OTC,81787216
3524,1854078,Relief Therapeutics Holding SA,RLFTY,OTC,49989920
3525,1429260,"Fortress Biotech, Inc.",FBIOP,Nasdaq,36341016
3526,1445654,New Zealand Oil & Gas Ltd/ADR,NZEOF,OTC,102538224
3527,899394,"HARBOR DIVERSIFIED, INC.",HRBR,OTC,55508344
3528,1865861,Cactus Acquisition Corp. 1 Ltd,CCTSF,OTC,46288272
3529,1041657,"URBAN ONE, INC.",UONEK,Nasdaq,30185854
3530,1496454,"CNL Healthcare Properties, Inc.",CHTH,OTC,595931648
3531,1734875,"Mid-Southern Bancorp, Inc.",MSVB,OTC,49036244
3532,1605057,"Vemanti Group, Inc.",VMNT,OTC,32025120
3533,1811115,Renalytix plc,RNLXY,OTC,39370016
3534,1362898,Avalon Advanced Materials Inc.,AVLNF,OTC,33334258
3535,1463833,"IDW MEDIA HOLDINGS, INC.",IDWM,OTC,28919624
3536,1738699,Wisekey International Holding S.A.,WSKEF,OTC,119414680
3537,1823365,"Generations Bancorp NY, Inc.",GBNY,OTC,38419556
3538,1075706,CITIZENS HOLDING CO /MS/,CIZN,OTC,37880144
3539,943034,AUTOSCOPE TECHNOLOGIES CORP,AATC,OTC,35394200
3540,1761911,Nowigence Inc.,NOWG,OTC,19568780
3541,1639068,Hubilu Venture Corp,HBUV,OTC,34108260
3542,1175483,Drive Shack Inc.,DSHK,OTC,21938678
3543,1913577,"Semnur Pharmaceuticals, Inc.",DNQAF,OTC,31525692
3544,1816723,Graphex Group Ltd,GRFXY,OTC,33901592
3545,1850262,Integral Acquisition Corp 1,INTE,OTC,35614368
3546,1800373,"GOLDENWELL BIOTECH, INC.",GWLL,OTC,198990000
3547,1908984,ENDI Corp.,ENDI,OTC,93279920
3548,1050606,"SALEM MEDIA GROUP, INC. /DE/",SALM,OTC,19121116
3549,1076691,OCONEE FINANCIAL CORP,OSBK,OTC,47239460
3550,1365388,"High Sierra Technologies, Inc.",HSTI,OTC,28982446
3551,1946399,"LakeShore Biopharma Co., Ltd.",LSB,Nasdaq,25840356
3552,1962911,Infinity Bancorp,INFT,OTC,43013884
3553,838875,WILLAMETTE VALLEY VINEYARDS INC,WVVIP,Nasdaq,24960236
3554,1568628,Bioquest Corp,BQST,OTC,15336253
3555,1913838,"VWF Bancorp, Inc.",VWFB,OTC,22198060
3556,1331421,"HALLMARK VENTURE GROUP, INC.",HLLK,OTC,12786386
3557,1042046,AMERICAN FINANCIAL GROUP INC,AFGC,NYSE,19741628
3558,1733257,"Finch Therapeutics Group, Inc.",FNCH,OTC,22496740
3559,822411,"EOM Pharmaceutical Holdings, Inc.",IMUC,OTC,20746470
3560,1841675,Argo Blockchain Plc,ARBKF,OTC,15494160
3561,1192323,Superstar Platforms Inc.,DWIS,OTC,17113970
3562,86115,SAFEGUARD SCIENTIFICS INC,SFES,OTC,14216217
3563,1527541,"Wheeler Real Estate Investment Trust, Inc.",WHLRD,Nasdaq,32713320
3564,806517,PSYCHEMEDICS CORP,PMDI,OTC,12585574
3565,1896511,ZKGC New Energy Ltd,ZKGCF,OTC,10053720
3566,1131343,ALTERITY THERAPEUTICS LTD,PRNAF,OTC,76127920
3567,1376986,Tennessee Valley Authority,TVE,NYSE,12678750
3568,846546,BONSO ELECTRONICS INTERNATIONAL INC,BNSOF,OTC,10442953
3569,1408146,SCANDIUM INTERNATIONAL MINING CORP.,SCYYF,OTC,34273044
3570,1376986,Tennessee Valley Authority,TVC,NYSE,12652500
3571,1556801,"My City Builders, Inc.",MYCB,OTC,13802641
3572,1760542,HOOKIPA Pharma Inc.,HOOK,OTC,10604064
3573,1816554,EVENTIKO INC.,EVTK,OTC,10481250
3574,1763925,CoJax Oil & Gas Corp,CJAX,OTC,50299080
3575,1737270,Nextech3D.AI Corp.,NEXCF,OTC,26391504
3576,1301713,STARCORE INTERNATIONAL MINES LTD.,SHVLF,OTC,35260208
3577,1551206,Patagonia Gold Corp.,HGLD,OTC,54742388
3578,922521,FALCONSTOR SOFTWARE INC,FALC,OTC,11228989
3579,1545224,Silver Elephant Mining Corp.,SILEF,OTC,11059516
3580,1397795,"Byrn, Inc.",BRRN,OTC,23099142
